"type","group","category","title","path","subcat","image"
"vid",25,"NS","Multiplying Negative And Positive Fractions","pi3WWQ0q6Lc","Properties","nofile"
"def",25,"NS","Negative Numbers","http://everydaymath.uchicago.edu/images/vocab/negative-number.jpg","Ordering","nofile"
"vid",25,"NS","Negative Numbers Introduction","Hlal9ME2Aig","Ordering","nofile"
"def",25,"NS","Number Model","http://everydaymath.uchicago.edu/images/vocab/number-model-5.jpg","Computations","nofile"
"def",25,"NS","Number-And-Word-Notation","http://everydaymath.uchicago.edu/images/vocab/number-and-word-notation.jpg","Placement","nofile"
"def",25,"NS","Opposite Of A Number","http://everydaymath.uchicago.edu/images/vocab/opposite-of-a-number.jpg","Prime","nofile"
"def",25,"NS","Opposite Of A Number N","http://everydaymath.uchicago.edu/images/vocab/opposite-of-a-number-n.jpg","Computations","nofile"
"def",25,"NS","Opposite Of Opposites Property","UCSMPg7-8oppositeofoppositesproperty","Properties","nofile"
"tut",25,"ns","Order 1","SV_099Ximbbbv8135r","Qualtrics","G2NSord1"
"def",25,"NS","Partial-Differences Subtraction","http://everydaymath.uchicago.edu/images/vocab/partial-differences-subtraction.jpg","Placement","nofile"
"def",25,"NS","Partial-Sums Addition","http://everydaymath.uchicago.edu/images/vocab/partial-sums-addition.jpg","Placement","nofile"
"def",25,"NS","Place Value","http://everydaymath.uchicago.edu/images/vocab/place-value-5.jpg","Placement","nofile"
"tut",25,"ns","Placement 1","SV_7VUcGDyFcqsmSBn","Qualtrics","G2NSplc1"
"vid",25,"NS","Plotting Inequalities On A Number Line","ilWDSYnTEFs","Ordering","nofile"
"def",25,"NS","Power Of 10","http://everydaymath.uchicago.edu/images/vocab/power-of-10-6.jpg","Placement","nofile"
"vid",25,"NS","Powers Of 10","YJdCw2fK-Og","Placement/Prime","nofile"
"def",25,"NS","Prime Factorization","http://everydaymath.uchicago.edu/images/vocab/prime-factorization.jpg","Prime","nofile"
"def",25,"NS","Prime Factorization","UCSMPg7-8primefactorization","Properties","nofile"
"def",25,"NS","Prime Number","http://everydaymath.uchicago.edu/images/vocab/prime-number.jpg","Prime","nofile"
"tut",25,"ns","Prime Numbers 1","SV_7OOsvWQkSliq3Fb","Qualtrics","G2NSprime1"
"tut",25,"ns","Prime Numbers 2","SV_a3PLxSYgnaQvKfj","Qualtrics","G2NSprime2"
"def",25,"NS","Product","http://everydaymath.uchicago.edu/images/vocab/product.jpg","Prime","nofile"
"tut",25,"ns","Properties 1","SV_eRoiMuH2x11QspD","Qualtrics","G3NSprop1"
"def",25,"NS","Quick Common Denominator","http://everydaymath.uchicago.edu/images/vocab/quick-common-denominator.jpg","Prime","nofile"
"def",25,"NS","Rational Number","UCSMPg7-8rationalnumber","Basics","nofile"
"def",25,"NS","Reciprocals","UCSMPg7-8reciprocals","Properties","nofile"
"vid",25,"NS","Regrouping Whole Numbers","X3JqIZR1XcY","Placement","nofile"
"vid",25,"NS","Regrouping With Decimals","3szFVS5p_7A","Placement","nofile"
"def",25,"NS","Scientific Notation","http://everydaymath.uchicago.edu/images/vocab/scientific-notation.jpg","Placement","nofile"
"def",25,"NS","Scientific Notation","http://everydaymath.uchicago.edu/images/vocab/scientific-notation.jpg","Placement","nofile"
"def",25,"NS","Square Number","http://everydaymath.uchicago.edu/images/vocab/square-number-5.jpg","Computations","nofile"
"def",25,"NS","Standard Notation","http://everydaymath.uchicago.edu/images/vocab/standard-notation.jpg","Placement","nofile"
"def",25,"NS","Standard Notation","http://everydaymath.uchicago.edu/images/vocab/standard-notation.jpg","Basics","nofile"
"def",25,"NS","Trade-First Subtraction","http://everydaymath.uchicago.edu/images/vocab/trade-first-subtraction.jpg","Placement","nofile"
"def",25,"NS","Trade-First Subtraction","http://everydaymath.uchicago.edu/images/vocab/trade-first-subtraction.jpg","Computations","nofile"
"def",25,"NS","Tree Diagram","http://everydaymath.uchicago.edu/images/vocab/tree-diagram.jpg","Prime","nofile"
"vid",25,"NS","Writing A Decimal To Represent A Quantity","5DlzmolR8Cg","Placement","nofile"
"vid",25,"NS","Writing Out A Decimal In Words","AuD2TX-90Cc","Placement","nofile"
"vid",25,"NS","Writing Out A Decimal In Words 2","G7QiIkYfeME","Placement","nofile"
"vid",25,"pr","Adding Fractions With Unlike Denominators","OVMceVL_CEQ","Computations","nofile"
"vid",25,"pr","Adding Fractions With Unlike Denominators Word Problem","PKh5B9xyzSc","Computations","nofile"
"def",25,"pr","Bar Graph","http://everydaymath.uchicago.edu/images/vocab/bar-graph.jpg","Models","nofile"
"def",25,"pr","Circle Graph","http://everydaymath.uchicago.edu/images/vocab/circle-graph.jpg","Models","nofile"
"def",25,"pr","Common Denominator","http://everydaymath.uchicago.edu/images/vocab/common-denominator.jpg","Basics","nofile"
"def",25,"pr","Common Denominator","http://everydaymath.uchicago.edu/images/vocab/common-denominator.jpg","Basics","nofile"
"tut",25,"pr","Computation 1","SV_0ofCisBC0rSk57f","Qualtrics","G2FPRcomp1"
"tut",25,"pr","Computation 2","SV_2o7rV5q6YRUhhLT","Qualtrics","G2FPRcomp2"
"vid",25,"pr","Conceptual Understanding Of Dividing Fractions By Fractions","f3ySpxX9oeM","Computations","nofile"
"vid",25,"pr","Conceptualizing Fraction Multiplication","lJdb4_Fuxvw","Computations","nofile"
"vid",25,"pr","Creating A Fraction Through Division Of Whole Numbers","Mcm0Q3wGhMo","Computations/Models","nofile"
"def",25,"pr","Denominator","http://everydaymath.uchicago.edu/images/vocab/denominator.jpg","Computations","nofile"
"vid",25,"pr","Describing The Meaning Of Percent","Lvr2YsxG10o","Computations","nofile"
"def",25,"pr","Division Of Fractions Property","http://everydaymath.uchicago.edu/images/vocab/division-of-fractions-property.jpg","Computations","nofile"
"def",25,"pr","Equivalent Fractions","http://everydaymath.uchicago.edu/images/vocab/equivalent-fractions.jpg","Computations","nofile"
"def",25,"pr","Equivalent Fractions","http://everydaymath.uchicago.edu/images/vocab/equivalent-fractions.jpg","Inequality","nofile"
"def",25,"pr","Improper Fraction","http://everydaymath.uchicago.edu/images/vocab/improper-fraction.jpg","Inequality","nofile"
"def",25,"pr","Improper Fractions","http://everydaymath.uchicago.edu/images/vocab/improper-fraction.jpg","Computations","nofile"
"def",25,"pr","Inequality","http://everydaymath.uchicago.edu/images/vocab/inequality.jpg","Inequality","nofile"
"vid",25,"pr","Introduction To Ratios","bIKmw0aTmYc","Ratios","nofile"
"def",25,"pr","Least Common Denominator","http://everydaymath.uchicago.edu/images/vocab/least-common-denominator-lcd.jpg","Basics","nofile"
"def",25,"pr","Least Common Multiple","http://everydaymath.uchicago.edu/images/vocab/least-common-multiple-lcm.jpg","Computations","nofile"
"def",25,"pr","Mixed Number","http://everydaymath.uchicago.edu/images/vocab/mixed-number.jpg","Computations","nofile"
"def",25,"pr","Mixed Number","http://everydaymath.uchicago.edu/images/vocab/mixed-number.jpg","Inequality","nofile"
"vid",25,"pr","Multiplying A Fraction By A Fraction","x6xtezhuCZ4","Computations","nofile"
"vid",25,"pr","Multiplying Fractions And Whole Numbers","4PlkCiEXBQI","Computations","nofile"
"def",25,"pr","Numerator","http://everydaymath.uchicago.edu/images/vocab/numerator-5.jpg","Computations","nofile"
"def",25,"pr","Percent","http://everydaymath.uchicago.edu/images/vocab/percent.jpg","Ratios","nofile"
"def",25,"pr","Percent","http://everydaymath.uchicago.edu/images/vocab/percent.jpg","Computations","nofile"
"def",25,"pr","Per-Unit Rate","http://everydaymath.uchicago.edu/images/vocab/per-unit-rate.jpg","Ratios","nofile"
"def",25,"pr","Proper Fraction","http://everydaymath.uchicago.edu/images/vocab/proper-fraction.jpg","Inequality","nofile"
"def",25,"pr","Proportion","http://everydaymath.uchicago.edu/images/vocab/proportion.jpg","Ratios","nofile"
"def",25,"pr","Quick Common Denominator","http://everydaymath.uchicago.edu/images/vocab/quick-common-denominator-qcd.jpg","Basics","nofile"
"def",25,"pr","Rate","http://everydaymath.uchicago.edu/images/vocab/rate.jpg","Ratios","nofile"
"def",25,"pr","Rate","http://everydaymath.uchicago.edu/images/vocab/rate.jpg","Ratios","nofile"
"def",25,"pr","Ratio","http://everydaymath.uchicago.edu/images/vocab/ratio.jpg","Ratios","nofile"
"def",25,"pr","Ratio","http://everydaymath.uchicago.edu/images/vocab/ratio.jpg","Ratios","nofile"
"tut",25,"pr","Ratios 1","SV_4PGIvmjswY5IgmN","Qualtrics","G2FPRrat1"
"tut",25,"pr","Ratios 2","SV_e2uyQsuBTGEO8cZ","Qualtrics","G2FPRrat2"
"def",25,"pr","Reciprocals","http://everydaymath.uchicago.edu/images/vocab/reciprocals.jpg","Computations","nofile"
"def",25,"pr","Repeating Decimals","http://everydaymath.uchicago.edu/images/vocab/repeating-decimal.jpg","Ratios","nofile"
"vid",25,"pr","Representing A Number As A Decimal, Percent, And Fraction","-gB1y-PMWfs","Inequality","nofile"
"def",25,"pr","Scale Factor","http://everydaymath.uchicago.edu/images/vocab/scale-factor.jpg","Ratios","nofile"
"def",25,"pr","Simplest Form","http://everydaymath.uchicago.edu/images/vocab/simplest-form.jpg","Basics","nofile"
"def",25,"pr","Simplest Form Of A Fraction","http://everydaymath.uchicago.edu/images/vocab/simplest-form-of-a-fraction.jpg","Inequality","nofile"
"def",25,"pr","Size Change Factor","http://everydaymath.uchicago.edu/images/vocab/size-change-factor.jpg","Ratios","nofile"
"vid",25,"pr","Subtracting Fractions With Unlike Denominators","N21Wh4Jqftc","Computations","nofile"
"vid",25,"pr","Subtracting Fractions With Unlike Denominators Word Problem","5fK8HEYNRuQ","Computations","nofile"
"vid",25,"pr","Two Ways To Conceptualize A Product Of A Fraction And A Whole Number","HiNrFT280_Y","Computations","nofile"
"vid",25,"pr","Understanding Fractions As Division","c-_yrA-GUow","Computations","nofile"
"vid",25,"pr","Using Fractions As Division To Create Mixed Numbers","g8yk6zQDAek","Computations","nofile"
"vid",25,"pr","Visualizing Fraction Multiplication","hr_mTd-oJ-M","Computations/Models","nofile"
"def",25,"pr","Coefficient","UCSMPg7-8coefficient","Functions","nofile"
"vid",25,"pr","Comparing Linear Functions Applications 1","MKErxh58RME","Function","nofile"
"vid",25,"pr","Comparing Proportional Relationships","b-w0S0EBsfQ","Function","nofile"
"vid",25,"pr","Constructing An Equation For A Proportional Relationship","dBGeri4eFv4","Function","nofile"
"vid",25,"pr","Constructing Proportions To Solve Application Problems","AEKztz8ubSM","Ratio","nofile"
"def",25,"pr","Degree Of A Polynomial","UCSMPg7-8degreeofapolynomial","Functions","nofile"
"def",25,"pr","Dependent Variable","UCSMPg7-8dependentvariable","Functions","nofile"
"def",25,"pr","Direct Variation","UCSMPg7-8directvariation","Ratios","nofile"
"def",25,"pr","Domain Of A Function","UCSMPg7-8domainofafunction","Functions","nofile"
"def",25,"pr","Domain Of A Variable","UCSMPg7-8domainofavariable","Functions","nofile"
"vid",25,"pr","Find An Unknown In A Proportion","GO5ajwbFqVQ","Ratio","nofile"
"def",25,"pr","Function","UCSMPg7-8function","Functions","nofile"
"tut",25,"pr","Functions 1","SV_00Ych30LYNcMENn","Qualtrics","G3PRfunc1"
"tut",25,"pr","Functions 2","SV_bvLu5vowGYs09SZ","Qualtrics","G3PRfunc2"
"tut",25,"pr","Graphs 1","SV_bEj3rVGdqYwyJxj","Qualtrics","G3PRgraph1"
"def",25,"pr","Greatest Common Factor","UCSMPg7-8greatestcommonfactor(GCF)","Functions","nofile"
"def",25,"pr","Independent Variable","UCSMPg7-8independentvariable","Functions","nofile"
"vid",25,"pr","Interpreting Intercepts Of Linear Functions","RvS5VTV8O88","Graph","nofile"
"def",25,"pr","Point-Slope Form","UCSMPg7-8pointslopeform","Functions","nofile"
"def",25,"pr","Proportion","UCSMPg7-8proportion","Ratios","nofile"
"def",25,"pr","Quadrant","UCSMPg7-8quadrant","Graphs","nofile"
"vid",25,"pr","Rate Problem With Fractions 1","d8vvVjfTbYY","Graph/Ratio","nofile"
"def",25,"pr","Ratio","UCSMPg7-8ratio","Basics","nofile"
"def",25,"pr","Ratio Comparison Model For Division","UCSMPg7-8ratiocomparisonmodelfordivision","Basics","nofile"
"tut",25,"pr","Ratios 1","SV_eKjSrnUrGT7redv","Qualtrics","G3PRrat1"
"def",25,"pr","Slope","UCSMPg7-8slope","Graphs","nofile"
"vid",25,"pr","Slope And Y-Intercept Intuition","8sz1IPjBRS8","Graph","nofile"
"vid",25,"pr","Slope Of A Line","R948Tsyq4vA","Graph","nofile"
"vid",25,"pr","Slope Of A Line 2","WkspBxrzuZo","Graph","nofile"
"def",25,"pr","Slope-Intercept Form","UCSMPg7-8slopeinterceptform","Functions","nofile"
"vid",25,"pr","What Is A Function?","kvGsIo1TmsM","Function","nofile"
"vid",25,"pr","Writing Proportions","96ZEmUbnuU8","Ratio","nofile"
"vid",25,"pr","X- And Y-Intercepts","xGmef7lFc5w","Graph","nofile"
"vid",25,"MP","Box-And-Whisker Plots","-M0Fi0ijnJs","Data Description","nofile"
"vid",25,"sp","Converting Centimeters To Meters","6bQ6HJsAv4A","Unit/Conversion","nofile"
"vid",25,"sp","Converting Gallons To Quarts, Pints, And Cups","4uQtJDf7drU","Unit/Conversion","nofile"
"vid",25,"sp","Converting Minutes To Hours","DLno3b-Xsmo","Unit/Conversion","nofile"
"tut",25,"sp","Coordinates 1","SV_9TaD94dVP1yyyLr","Qualtrics","G2MPcoord1"
"tut",25,"sp","Data 1","SV_8ohRiZiK7fcudOR","Qualtrics","G2MPdata1"
"tut",25,"sp","Data 2","SV_6QHvMVBPWLhnw9f","Qualtrics","G2MPdata2"
"def",25,"sp","Equally Likey Outcomes","http://everydaymath.uchicago.edu/images/vocab/equally-likely-outcomes-5.jpg","Probability","nofile"
"def",25,"sp","Equally Likey Outcomes","http://everydaymath.uchicago.edu/images/vocab/equally-likely-outcomes-6.jpg","Probability","nofile"
"def",25,"sp","Estimation Challenge","http://everydaymath.uchicago.edu/images/vocab/estimation-challenge.jpg","Basics","nofile"
"def",25,"sp","Expected Outcome","http://everydaymath.uchicago.edu/images/vocab/expected-outcome.jpg","Probability","nofile"
"def",25,"sp","Majority","http://everydaymath.uchicago.edu/images/vocab/majority.jpg","Probability","nofile"
"def",25,"sp","Maximum","http://everydaymath.uchicago.edu/images/vocab/maximum.jpg","Data","nofile"
"def",25,"sp","Maximum","http://everydaymath.uchicago.edu/images/vocab/maximum.jpg","Data","nofile"
"def",25,"sp","Mean","http://everydaymath.uchicago.edu/images/vocab/mean.jpg","Data","nofile"
"def",25,"sp","Median","http://everydaymath.uchicago.edu/images/vocab/median.jpg","Data Description","nofile"
"def",25,"sp","Median","http://everydaymath.uchicago.edu/images/vocab/median.jpg","Data","nofile"
"def",25,"sp","Minimum","http://everydaymath.uchicago.edu/images/vocab/minimum.jpg","Data","nofile"
"def",25,"sp","Minimum","http://everydaymath.uchicago.edu/images/vocab/minimum.jpg","Data","nofile"
"def",25,"sp","Mode","http://everydaymath.uchicago.edu/images/vocab/mode.jpg","Data","nofile"
"def",25,"sp","Multiplication Counting Principle","http://everydaymath.uchicago.edu/images/vocab/multiplication-counting-principle.jpg","Probability","nofile"
"vid",25,"sp","Ordering Metric Distances","mI84WDfhuYA","Unit/Conversion","nofile"
"def",25,"sp","Outcome","http://everydaymath.uchicago.edu/images/vocab/outcome.jpg","Probability","nofile"
"vid",25,"sp","Performing Arithmetic Calculations On Units Of Volume","hShqXKpI6KA","Unit/Conversion","nofile"
"def",25,"sp","Population","http://everydaymath.uchicago.edu/images/vocab/population.jpg","Data","nofile"
"def",25,"sp","Predict","http://everydaymath.uchicago.edu/images/vocab/predict.jpg","Probability","nofile"
"def",25,"sp","Probability","http://everydaymath.uchicago.edu/images/vocab/probability.jpg","Probability","nofile"
"def",25,"sp","Probability","http://everydaymath.uchicago.edu/images/vocab/probability.jpg","Probability","nofile"
"tut",25,"sp","Probability 1","SV_82nCMQDGTQ1ZiDj","Qualtrics","G2MPprob1"
"def",25,"sp","Probability Tree Diagram","http://everydaymath.uchicago.edu/images/vocab/probability-tree-diagram.jpg","Probability","nofile"
"def",25,"sp","Random Number","http://everydaymath.uchicago.edu/images/vocab/random-number.jpg","Probability","nofile"
"def",25,"sp","Range","http://everydaymath.uchicago.edu/images/vocab/range.jpg","Data","nofile"
"vid",25,"sp","Reading Line Graphs","36v2EXZRzUE","Coordinates/Models","nofile"
"vid",25,"sp","Reading Pictographs","qrVvpYt3Vl0","Coordinates/Models","nofile"
"def",25,"sp","Sample","http://everydaymath.uchicago.edu/images/vocab/sample.jpg","Data","nofile"
"def",25,"sp","Simulation","http://everydaymath.uchicago.edu/images/vocab/simulation.jpg","Probability","nofile"
"vid",25,"sp","Statistical And Non Statistical Questions","qyYSQDcSNlY","Method","nofile"
"vid",25,"sp","Statistics Intro: Mean, Median And Mode","h8EYEJ32oQ8","Data Description","nofile"
"def",25,"sp","Stem-And-Leaf Plot","http://everydaymath.uchicago.edu/images/vocab/stem-and-leaf-plot.jpg","Data","nofile"
"def",25,"sp","Stem-And-Leaf Plot","http://everydaymath.uchicago.edu/images/vocab/stem-and-leaf-plot.jpg","Data","nofile"
"vid",25,"sp","Unit Conversion With Fractions","jFSenp9ueaI","Unit/Conversion","nofile"
"def",25,"sp","Venn Diagram","http://everydaymath.uchicago.edu/images/vocab/venn-diagram.jpg","Models","nofile"
"def",25,"SP","Average","UCSMPg7-8average","Data Descriptions","nofile"
"vid",25,"SP","Basic Probability","uzkc-qNVoOk","Probability","nofile"
"def",25,"SP","Box Plot","UCSMPg7-8boxplot","Data Descriptions","nofile"
"vid",25,"SP","Box-And-Whisker Plots","-M0Fi0ijnJs","Data Description","nofile"
"tut",25,"sp","Combinations 1","SV_8IzE3mAQzDwySHz","Qualtrics","G3SPcomb1"
"tut",25,"sp","Data 1","SV_5AWgzV3DXpS23rL","Qualtrics","G3SPdata1"
"def",25,"SP","Data Set","UCSMPg7-8dataset","Data Descriptions","nofile"
"def",25,"SP","Deviation","UCSMPg7-8deviation","Data Descriptions","nofile"
"def",25,"SP","First Quartile (Q1)","UCSMPg7-8firstquartile(Q1)","Data Descriptions","nofile"
"def",25,"SP","Frequency","UCSMPg7-8frequency","Probability","nofile"
"tut",25,"sp","Graphs 1","SV_01JHkO7FjmyLlQx","Qualtrics","G3SPgraph1"
"def",25,"SP","Interquartile Range (Iqr)","UCSMPg7-8interquartilerange(IQR)","Data Descriptions","nofile"
"def",25,"SP","Mean","UCSMPg7-8meanSEEaverage","Data Descriptions","nofile"
"def",25,"SP","Median","UCSMPg7-8median","Data Descriptions","nofile"
"def",25,"SP","Mode","UCSMPg7-8mode","Data Descriptions","nofile"
"def",25,"SP","Multiplication Counting Principle","UCSMPg7-8multiplicationcountingprinciple","Combinations","nofile"
"def",25,"SP","Outlier","UCSMPg7-8outlier","Data Descriptions","nofile"
"tut",25,"sp","Probabilities 1","SV_eJmU3X5saFYLYeV","Qualtrics","G3SPprob1"
"tut",25,"sp","Probabilities 2","SV_5dKIkUMncMgoXqZ","Qualtrics","G3SPprob2"
"def",25,"SP","Probability","UCSMPg7-8probability","Probability","nofile"
"def",25,"SP","Probability Formula For Geometric Regions","UCSMPg7-8probabilityformulaforgeometricregions","Probability","nofile"
"def",25,"SP","Quartile","UCSMPg7-8quartile","Data Descriptions","nofile"
"def",25,"SP","Random","UCSMPg7-8random","Probability","nofile"
"def",25,"SP","Range","UCSMPg7-8range","Data Descriptions","nofile"
"def",25,"SP","Relative Frequency","UCSMPg7-8relativefrequency","Probability","nofile"
"def",25,"SP","Scatter Plot","UCSMPg7-8scatterplot","Graphs","nofile"
"vid",25,"SP","Statistics Intro: Mean, Median And Mode","h8EYEJ32oQ8","Data Description","nofile"
"def",25,"SP","Stem And Leaf Plot","UCSMPg7-8stemandleafplot","Charts","nofile"
"vid",25,"SP","Studying, Shoe Size, And Test Scores Scatter Plots","Jpbm5YgciqI","Graphs","nofile"
"def",25,"SP","Third Quartile","UCSMPg7-8thirdquartile","Data Descriptions","nofile"
